"","Heading","Date","Content"
"11","Fury over Village Administration Bill","August 11","July Edition NET Bureau, Sandeep Chatterjee Meghalaya has always been politically interesting; be it the toppling of governments or tussles for the chief ministerial seat. The state has always managed to keep political watchers up on their heels. Here is a look at the latest from the state’s coffer – the Village Administration Bill, which has caused quite a furor. The traditional system of governance is deeply rooted to the Khasi way of life. The recent questioning of its authority by the high court, has led many a people to rethink about the status of traditional governing bodies of the state. The traditional bodies – known as dorbars draw its roots since the age of the kings before democracy had any relevance in the state. But with time even the dorbars moulded itself with the changing times, from monarchy to democracy. Today, it exists parallel to the democratic design of the state but how relevant is its existence is the question of the hour. Since ages now the dorbars have been executing their duties of looking after the localities at a micro level. Though not constitutionally recognized, yet these dorbars have relentlessly worked for the uplift of the society for many years now. Deeply knitted with the Khasi traditions, culture and roots, it is also regarded as an institution that safeguards and archives the fast depleting cultural values in today’s world. Be it any funeral or marriage, water scarcity or garbage disposal, youth development or law and order; the durbars can be best described as the stepping stones of governance in Meghalaya. In contemporary times, it works hand in hand with the government and constitutional institutions in implementation and check of various schemes. And above all, the durbars function with neither any financial assistance nor managerial assistance from the government. For many years now this system was going on smoothly until the recent high court’s question on the source of dorbar’s authority. It is true that India is a democracy and the functioning of dorbars more or less attributes to monarchy but it also stands true that the dorbars have nothing but helped the government in its functioning. With questions being raised on its authority the whole state has turnedin to constitutionally recognise the authority of the dorbars. However, there has become a divide among these people as the Village Administration Bill seems to be, according to some quarters, is drawn by sentiments rather than proper research and consultation. The state is now divided as the association of the headmen, Rangbah Shnong, the district councils and the government has locked horns regarding the contents of the Bill. “No doubt, the Bill is required but its contents have to be scrutinised. Some of its contents are uncommon and confusing as it is drawn through sentiments and lacks proper research, therefore, we believe it should be redrafted properly so that everyone benefits from it,” said Bindo M Lanong, working president of the United Democratic Party. For the people it is all hay wire, as there are many who have not yet understood the problem and reason of all these commotion. The state has seen it all shutdowns, public gathering, hunger strike and so on which has compelled the government to rethink about the bill. The Bill, which has been passed by the district council was sent back by the government for reconsideration as some of the sections and clauses, according to the government, needed to be deleted. However, the council and the association of the headmen are for its immediate acceptance by the government without any changes. The Village Administration Bill was first introduced in the state when the Ministry of Panchayati Raj, Government of India sent the draft Meghalaya Village Council Act 2011 to the state government with a request for its approval and implementation. Based on lines closer to the Panchayati Raj system, this bill aimed at strengthening the democratic process in the state. However, the district councils unanimously chose to oppose the enactments as they felt contrary to the provisions of the Sixth Schedule and to the prevailing traditional practices, customs and the usages of the tribal communities of the state. Therefore, in response to this the Executive Committee of Khasi Hills District Autonomous Council constituted its own Village Administration Bill 2011 which was passed in the summer of 2014. “The bill is absolutely fine, there is no confusion, but still the government is delaying to pass it on the floor of the house. I fail to understand their dilemma, may be they are not committed to the cause,” says Michael Syiemiong, an active member of one of the dorbars in the state. It is true that the non-functioning of dorbars for quite some time now has taken its toll among the residents of different localities. And the noncooperation by the dorbars with the government until they resolve to pass the Bill is nothing but harassing the common men in the end. It is the common men who are bearing the brunt of this tussle between the government, ADCs and the traditional bodies over the Village Administration Bill. There is some respite for the state as the bill now rests with the Governor and the people are hopeful that he will take steps in favour of the betterment of the state and its people. Even the traditional institutions have shown some trust on the Governor and called-off all their agitations till the Governor comes up with anything concrete. But come what may the council and the traditional bodes are bent on the passing of the Bill. “We want the turmoil in the state to end soon. The dorbars are important to us; it has been here for so many years now. The government should sort out the matter soon and give the durbars their due”, Nachiketa Roy, a resident of Laban, said. Whatever be the cause, the solution to this problem needs to be sought soon. The common man is feeling the heat with continuous protests and the trademark shutdowns of the state. All eyes are now on the Governor to take a step in the right direction. As for the state it still awaits its long-practiced traditions to be recognised by the democracy."
"12","Meghalaya: Pregnant Doctor Fired for Seeking Maternity Leave","August 11","In what can be termed as shocking and inhumane act, a doctor working under contract basis in Dr. H Gordan Robert hospital in Shillong, Meghalaya was allegedly terminated from service after she applied for maternity leave. The accusation was made by two youths Kitboklang Nongphlang and Ricky Cooper Pathaw on Monday. They stated that the service of Dr. Rachael RA Rapsang, Dental Officer, was terminated and subsequently asked to refund the salary she was already paid citing that there is no such provision for maternity leave. Dr. Rapsang had submitted the application for maternity leave of 9 months to the hospital’s Medical Superintendent, Dr. David D Tariang on May 13. However, in reply to her application, on July 16, Tariang said, “This is to inform you (Dr Rapsang) that the Executive Committee which was held on July 9,   has regretted that the ‘maternity leave’ applied by you cannot be consider as there ‘there is no provision for such leave of contract service’”. Dr. Rapsang had been serving in the hospital for the past 5 years, and her service termination came after her contract was extended for another one year, which will expired on April next year. The letter further quoted Dr. Tariang saying, “As such your (Dr. Rapsang) service as a contract staff is automatically discontinued with effect from June 1, and the pay already drawn by you for June 15, is to be refunded.” The hospital authority has appointed Dr. M Khata Khalid Nawas, MDS (Oral & Maxillofacial) as a Consultant Maxillofacial Surgeon on contract basis for a period of one year at a fixed salary of Rs 80, 000 in lieu of Dr. Rapsang. -TST"
"13","Manipur Student Leaders Released Ahead of Talks on ILP","August 13","Manipur Government on Wednesday released seven leaders of All Manipur Students’ Union (AMSU) after being detained for weeks on the charge of stirring up ILP agitation. The Government freed them without any condition. Joint Committee on Inner Line Permit System (JCILPS), which has been spearheading the ILP movement in Manipur, had threatened to cancel the second round of talks with the Government if the student leaders were not released by 3 pm on Wednesday. The first meeting between representatives of the Joint Committee and Government took place on August 10.  The Joint Committee has recommended five key points to insert them in a new ILP Bill being prepared by a Government constituted Drafting Committee. The five points are issue of pass or permit to migrants, fixation of 1951 as the cut-off base year in demographic influx into the state, no land ownership rights to all non-indigenous people, strengthening of the Labour Department for registration and regulation of inter-state migrant labourers, and detection and pushing back of illegal migrants. It has also given a deadline to the Government to introduce the new Bill by August 15. But the Government had informed the Joint Committee during the first round of talks that the Bill was yet to be finalized. Besides, the Joint Committee is demanding the Manipur Government to award stringent punishment to all cops responsible for the death of Sapam Robonhood, a class 11 student. He died in police crackdown during ILP agitation on July 8. Since then his body is still lying unclaimed at the mortuary of Jawaharlal Nehru Institute of Medical Sciences (JNIMS) in Imphal East. The youth was a resident of Khurai Lairikyengbam Leikai in Imphal East, which is the epicenter of the ILP agitation. On March 15 this year, Manipur Chief Minister Okram Ibobi Singh introduced a Manipur Regulation of Visitors, Tenants and Migrant Workers’ Bill 2015′ (MRVTMW Bill 2015), which was passed by the House on March 16. But it was later withdrawn by the Government after intense public pressure. JCILPS had said the MRVTMW Bill 2015 only aimed at protecting the interests of non-locals and not the indigenous people. Sit-ins and rallies continued in various parts of the valley on Wednesday to demand implementation of Inner Line Permit system. A medical helpline opened by JCILPS yesterday said more than 250 pro-ILP activists were injured during ILP agitation in the last one month. -MExN"
"14","Court to Record Sharmila’s Statement on 6th October","August 12","A Delhi court on Wednesday set October 6 as the date for recording the statement of Manipuri activist Irom Sharmila in a case related to her allegedly attempting suicide during her fast-unto-death at Jantar Mantar, New Delhi in 2006. Metropolitan Magistrate Akash Jain, who was scheduled to record Sharmila’s statement, deferred it for the next date as she was not produced before the court by Manipur Police. The court had on June 6 concluded recording of evidence by the prosecution and posted the matter for recording of Sharmila’s statement under section 313 of CrPC. 42-year-old Sharmila is on a fast for over 14 years in Manipur demanding repeal of the Armed Forces (Special Powers) Act (AFSPA). Sharmila had earlier told the court that she was very much eager to eat if she got the assurance that the “draconian” act will be revoked.  The court on March 4, 2013, framed charges against Sharmila, popularly known as the “Iron Lady”, for attempting to commit suicide and put her on trial after she refused to plead guilty."
"15","Manipur Child Rights Panel Asks Govt not to Abuse School Children","August 12","The Manipur Commission for Protection of Child Rights (MCPCR) has asked the security forces not to adopt widespread, systemic and institutionalized physical abuse and create psychological damage of the young people that will have a long lasting negative impact on their future life. Members of MCPCR K Maharabi Singh in an appeal issued on Tuesday said young girls and boys below 18 years are the main protestors of the present movement demanding introduction of Inner Line Permit to check illegal influx. As a matter of fact the very interpretation of “Minimum Force” needs to be redefined and reviewed contextually. For that matter, lathicharge, tear gas, shells and rubber bullets should not be used arbitrarily and abruptly against the unarmed children, and ordering to use such dangerous and deadly means as minimum force without justifiable ground realities against the unarmed young children is unwarranted it was added. If required, the security forces should use other less injurious means such as repeated convincing warning through loud speaker, ensuring adequate barricades, water cannon may be an option as last resort, while encountering the young children. The proportionate force to their tender age and their probable strength should be taken into consideration before resorting any violent means. There should be always arrangements for ambulance and first aid along the side of such confrontation, it was further added. The underlying principle is – our security forces and police should be rather children friendly and Protective Force rather than hostile force unleashing devastating impact to right to life and the rights of the child to freedom of association and to freedom of peaceful assembly. Excessive and disproportionate use of force on children and young students is unbecoming in a democratic country like India, a country which ratified the UN Convention on Rights of the Child and where Juvenile Justice (Care and Protection of Children) Act, 2000 is in force. The Section 23 ((Punishment for cruelty to juvenile or child) of The Juvenile Justice (Care and Protection of Children) Act 2000 states that ” Whoever, having actual charge of, control over, a juvenile or the child, assaults, abandons, exposes or wilfully neglects the juvenile or causes or procures him to be assaulted, abandoned, exposed or neglected in a manner likely to cause such juvenile or the child unnecessary mental or physical suffering shall be punishable with imprisonment for a term which may extend to six months, or fine, or with both.” Further, The Juvenile Justice (Care and Protection of Children) Rules,2007 Rule No. 84 (11) also provides that – “Any police officer found guilty, after due enquiry, of torturing a child, mentally or physically, shall be liable to be removed from service, besides being prosecuted for the offence.” The Commission also appealed to all the stake holders to treat Educational Institutions and Education as an Essential Service and exempt it from closure. -UNI"
"16","ILPS Protest Continues in Manipur","August 12","Oil stations all over Manipur remained closed from early morning till noon on Tuesday as workers joined the protest for implementation of ILP. A joint sit-in-protest was held in front of Tiddim Service Station, Tiddim road participated by workers from about 70 oil pumps all over the State. On the other hand, the JAC formed in connection with the death of Sapam Robinhood has announced closure of Lamlong bridge with immediate effect. Mini Water Tankers Union, Khurai also suspended their services for the day joining the people’s demand for ILP. The union, along with Khurai Apunba Nupi Lup conducted a protest rally from Khurai to Robinhood’s residence.  Meanwhile, CPI District Council, Imphal East has started a two day hunger strike at Khurai Sajor Leikai, Ima Laikhulenbi Shanglen demanding implementation of ILPS in the State. In the meantime, All Manipur Body Builders’ and Fitness Association (AMBBA) staged a sit-in-protest at Keishampat Leimajam Leikai community hall demanding a legislation to check the infux of non-locals into the State. The protest was participated by body builders from Imphal East, Imphal West, Bishnupur, and Thoubal district. Similar protests were also seen at Yaingangpokpi bazar, Leimakhong, Nongada Thongkhong, Napet Pali, Lamlai bazar, Nunggoi and Yourabung, Sawombung Kabui Khunjao. Gwaltabi, Yaingangpokpi and Thamnapokpi meira paibis also staged a protest rally after the sit-in. -TSE"
"17","Nagaland Cong Legislators Prepared to Sacrifice Their Position","August 13","The eight Congress legislators of Nagaland state on Wednesday asserted that they along with the remaining members of the Nagaland Legislative Assembly are prepared to “sacrifice” their position for peace and a lasting solution. A joint statement from the 8 Congress legislators further said that they have not joined the government on their own volition, “but on the endorsement of the PCC Executive, office bearers and PAC meeting held on March 9, and therefore have not breached any party discipline in the first place.” The statement was appended by Congress legislators SI Jamir, Tokheho Yepthomi, C Apok Jamir, S Hukavi Zhimomi, Dr Imtwapang Aier, Imtikumzuk, Eshak Konyak and K Khekaho Assumi. They said that a few disgruntled leaders may have “poisoned the ears of the AICC leaders” and are “hell bent on obstructing any constructive measures taken by the CLP in the interest of the people.” They also claimed that neither the AICC nor the NPCC had issued any official directive to the CLP members asking not to join the government or to oppose it during the recently concluded budget session. The 8 legislators stated that they came to know of the directive only through the media. While hitting out at the NPCC President, K Therie, the 8 legislators called for a stop in “attempts to derive cheap political mileage to stay relevant in state politics.” Affirming that they are still congressmen, the legislators stated that they have not given up membership of the party and were suspended on the “ill advice of some leaders with vested interest.” “It is for the people to judge the present political developments. Had not the Congress rescued the present government during its worst internal party crisis, the state would have been landed into political uncertainty, even to the extent of facing imposition of Presidents Rule, which would have been detrimental to the interest of the people and mainly on the ongoing Naga Political dialogue,” they said. The legislators stated that the “unique composition” of the NLA, along with the formation of the NLF and the PWG have “lobbed the ball back into the court of the central government to hasten the process of finding an early settlement to the Naga political issue.” -MExN"
"18","Muivah: Nagas Must Understand Each Other, Repent & Forgive Each Other","August 13","NSCN (IM) general secretary and political negotiator, Thuingaleng Muivah, on Wednesday sought to allay apprehension on the recently signed ‘framework agreement’ and underlined “peaceful co-existence” between the Indian Union and Naga people as the core principle of the framework. Muivah arrived Dimapur, Nagaland along with members of his council of kilonsers to attend the 69th Independence Day celebration at Camp Hebron on August 14. The general secretary is also expected to hold meetings with Naga civil societies and other stakeholders to discuss the ‘framework agreement.’ The NSCN leader, addressing a civic reception organized by Naga Hoho from a bullet proof enclosure, said the NSCN (IM) entered into political talks only after India accepted these three points: recognizing the uniqueness of Naga history that Nagas were never under India, that Nagas did not kill any Indian civilian in the course of the struggle for self determination and the universal principle that in democracy, sovereignty lies with the people. “In the history of Nagas, we have never been offered these points, only this time. Therefore, we are confident that it would provide an enduring, inclusive and new relationship of peaceful co-existence of two entities-Nagas and Indians,” Muivah stated. Accordingly, he pointed out that both the parties reached the Framework Agreement on August 3, 2015 for an honorable solution for sharing of sovereign powers between the India Union and the Naga people to be defined in the competencies. Muivah reminded that it took 18 long years for the peace talks to reach the present crucial stage and cautioned that in the political stage, Nagas cannot afford to commit mistakes. “Now it is 18 years talking about Naga political solution. Only this time we have achieved this. We are confident that it will provide enduring relationship and peaceful co-existence of the two entities (India and Nagas). We will not be under India but we should not be totally separated from each other,” he said. Muivah pointed out that just as the Indians have finally recognized the rights of the Nagas, the Nagas must also appreciate their difficulties. “Although we are right, we must not totally separate from each other as in divide and rule policy because it will be very dangerous for the Indians. We must understand that,” he said. While the NSCN leader did not divulge the contents of the agreement, Muivah said political negotiation is all about “give and take” and that Nagas too should not expect 100 percent of their demands to be fulfilled. He assured that the competencies will be worked out and before long these will be out. “Have no fear, Nagas will exercise their rights on the competencies,” Muivah assured the gathering, which included school children. The General Secretary took the reconciliatory path and said it was time for Nagas to come together and understand each other and work out what is best for Nagas. Taking the opportunity, Muivah gave a clarion call that the time has come to understand each other no matter the past. “How many groups, factions are there…no matter what, the past is past. The best time is today, how can we understand each other?” Muivah stated. He said problems will be there unless the different Naga political groups forgive each other before man and God. “Yes! Come on. Before God and before man, we will forgive each other. This is our policy now; this is our attitude towards any group, tribe or nationality. I am talking like this before the presence of Naga people here.” Muivah also said Nagas should forge friendly relations with their neighbours. “We have a lot of problem with our neighbours, the Assamese, Arunachalees, the Meiteis and others. We are ready to understand them, not through physical confrontation but through mutual understanding, because that is the only way to solve the problem and co-exist as neighbours, he said. He also appealed the Kuki, Simte, Kom, Gangte, Zomi, Paite, Baite, Hmar and other tribes in Manipur that unless we understand ourselves we will destroy ourselves. “We have the same future,” he stated. Muivah paid tribute to the past leaders of the Naga National Council (NNC) namely AZ Phizo, Imkongmeren, Khodao Yanthan and others for leading the Naga people and taking the right decision that ‘Nagas will be on our own and will decide our own future.’ “When the world was changing; it was the right decision in the right time which the Naga people took under leadership of those people,” he stated. Muivah acknowledged the leaders for the decision to make ‘Nagaland for Christ’ as the leading principle. “We must be thankful to the leaders of the past; they have given everything, even their life. We must honour them eternally.” -MExN"
"19","ENSF to Begin First Phase of Agitation Against Nagaland Govt","August 12","The Eastern Naga Students’ Federation (ENSF) is set to begin the first phase of its agitation against the Nagaland state government’s failure to “justify” the “deprivation of 25 percent job reservation for the Eastern Nagas for the past 38 years” and its failure to fulfil certain demands. The first phase of the agitation will last for three days starting August 13. The decision was taken after the ENSF Federal Assembly was held on August 4 at Kiphire Town. A press note from the ENSF Vice President, Z Throngshe Yimchunger and General Secretary, Honang M Jessuhu accused the successive state governments in Nagaland of violating the right guaranteed under the Indian Constitution in delivering basic fundamental rights to Eastern Nagas. Expressing strong resentment, the ENSF said that it is also astonished as to why the Nagaland state government is still in a dormant state even after the federation had consecutively termed Nagaland as a “failed State” in delivering justice to its citizen. The federation also fails to understand as to why the state government is so adamant or reluctant to deliver basic justice demanded by the federation, it said. The ENSF added that lack of political will in the state government in attending the needs of the poorer section of the Naga society had distorted Nagaland beyond repair. The ENSF reiterated that if the reservation policy had been implemented efficiently in the past 38 years, equality would have existed in the state today. And if the state government is reluctant to fulfil the demand of the federation, then inequality will “continue to exist for another centuries and the state government itself shall be termed as the mother of all manipulation and deprivation,” it said. The ENSF further asserted that the federation is not demanding for a special privilege but a right guaranteed under the Article 16(4) of the Indian Constitution. The resentment shown by the ENSF is against the failure of the successive governments of Nagaland in implementing the Fundamental Rights guaranteed in the Indian Constitution to deliver justice to ‘backward tribes’ of the Eastern Nagas, it said. The ENSF also informed that as resolved during the 13th Federal Assembly, it has endorsed and empowered all the six federating units to carry out the proposed agitation in their respective jurisdiction starting on August 13. In this regard, it directed all the Eastern Nagas to “strictly adhere on any directives issued by the respective students union during the period of agitation.” The ENSF further informed that once the agitation is kicked off, the federation would not entertain any invitation from the state government on the issue but “shall process for rendezvous at the highest level.” “Hence, in the event of any untoward incidents, the state government shall  be solely held responsible,” it cautioned. -MExN"
"20","RTI Plea Seeks Details of Naga Accord from MHA","August 11","As the Congress and chief ministers of Manipur, Assam and Arunachal Pradesh question the ‘shroud of secrecy’ over the Centre-NSCN (IM) accord signed last Monday, an RTI application has been moved from Assam asking the Union home ministry for details of the “historic” agreement. Assam Pradesh Congress Committee secretary Bibhuti Bhushan Borthakur on Thursday sent a letter to the home secretary seeking details of the agreement signed between interlocutor for Naga talks RN Ravi and NSCN (IM) general secretary T Muivah. The letter sought to know why the signed agreement was not made public so far. Though sources indicated that such requests can always be turned down as the Right to Information Act exempts the government from making disclosures that can impinge upon national security, the home ministry may have to perforce reject this as it knows little about the terms of the “framework agreement” signed on Monday. Ravi did brief home minister Rajnath Singh and home secretary LC Goyal explaining that it was only a “framework” to proceed with further negotiations. However this has done little to dispel confusion within the home ministry brass on the “agreed way forward”. The home ministry was forced to write to the interlocutor on Friday, seeking details of the accord and its impact on the ceasefire ground rules in force in Nagaland. This was after the Indian Army approached the home ministry for clarifications. -TNN"
"21","Mizoram Villagers Ask Governor to Remove Army Colonel","August 11","Colonel Ravinder Singh, who is posted at the Army’s Counter Insurgency and Jungle Warfare School (CIJWS), was arrested by Vairengte police for threatening a man in a shop last week with a knife. Locals in Mizoram’s Vairengte village have asked state Governor Nirbhay Sharma to help remove an Indian Army Colonel to prevent “civil-military animosity and conflict” after the Colonel was arrested for the second time in a month by police due to his alleged violent behaviour, including threatening a local man with a knife. Colonel Ravinder Singh, who is posted at the Army’s Counter Insurgency and Jungle Warfare School (CIJWS), was arrested by Vairengte police for threatening a man in a shop last week with a knife. He had been arrested and later charge-sheeted for allegedly assaulting a fellow-Colonel in the school campus a month before. The local unit of the Young Mizo Association, the state’s largest community-based organisation with members in bvirtually every household, on Monday submitted a letter to Governor Sharma asking that the Colonel be removed from the school and listed out complaints by villagers. These include the Colonel playing football outside church buildings during Sunday church services, moving around the village with guns, machetes and other weapons and terrifying residents, presenting gifts to women after they make it clear they do not want them and visiting them at odd hours in their shops, workplaces and even homes, knocking on locals’ doors late in the night and one time removing a porch light-bulb, and general public drunkenness. “Our young men have developed a sense of enmity against him,” the YMA wrote in the letter to Governor Sharma, adding the Colonel’s continued presence might lead to “unwanted commotion breaking out in the village”. -India Express"
"22","Key Link to Indo-China Pangolin Smuggling Arrested","August 10","By P Naveen Madhya Pradesh forest department arrested another key link in the Indo-China international pangolin smuggling racket from Mizoram. The accused, Laltlan Kunga, a resident of Kolasib district in Mizoram, was brought on transit remand to Madhya Pradesh and produced in Chhindwara court on Saturday. One kg of pangolin scales were confiscated from his house. Blood, meat and scales of pangolins are sold to traditional medical practitioners at a premium in south-eastern countries. Ritesh Sirotia, in-charge of state forest’s special task force (STF) wildlife crime, told TOI that Kunga is a mediator between pangolin traders in India and China. “We have identified two Myanmar nationals, who are part of the poaching syndicate. Efforts are on to arrest them through Interpol,” he said. He was into this trade for last five years. “Kunga was getting commission from poachers in India and Myanmar. He was assigned with task of smuggling pangolins and its scales to China,” said the officer. As many as 38 people from seven states have been arrested, including 23 from Madhya Pradesh, seven from Maharashtra, two from Odisha, two from Andhra Pradesh, one from Chhattisgarh, two from West Bengal and one from Mizoram. Another key player of the gang has been identified as Amir Hussain Laskhar of Assam. He is absconding. Laskhar moved an application for anticipatory bail in the court. STF is also trying to arrest his female associate, Zobi Hmar, who is a tribal and part of the global smuggling ring. Last month, STF arrested Ashfaq Hussain, 63, a leather businessman from Odisha’s Berhampur area. A Kolkata-based marine engineer and a corporator involved in smuggling Indian pangolins to China and Vietnam were arrested during previous operations. Accused allegedly confessed to poaching and trafficking 100 pangolins from Madhya Pradesh to China in the last 12 months. Those arrested from Kolkata have been identified as Jamal Iqbal, 59, and his son Danish, 24, a marine engineer. Eleven others, including an independent corporator were arrested from Chhindwara district. “Tribals were used to pick up pangolins from forests and paid Rs 400-500 per kg for scales. It was then forwarded to Jamal between Rs 2,000 to Rs 4,000 and then shipped to China where it’s sold for around Rs 1 lakh and more. The operation to bust the pangolin racket was carried out by special task force (STF) of state forest department led by Chhindwara chief conservator of forests, Ritesh Sirothia, range officer Nitin Nigam and forest guard Chandra Sekhar Sharma. This ant-eating mammal with armour of keratin scales has been listed under Schedule 1 of the Indian Wildlife (Protection) Act, 1972, and International Union for the Conservation of Nature (IUCN) as an endangered species. Experts said, “If poaching continues, pangolin could go extinct.” In traditional Chinese medicine, roasted pangolin scales are used for detoxification of blood, draining pus, curing palsy and stimulating lactation while its blood is used to treat asthma, cancer and reproductive problems. -TNN"
"23","Myanmar National with Arms Held in Mizoram","August 10","Security forces have arrested a Myanmarese man in Mizoram along the international border and seized arms and ammunition from his possession, police said on Sunday. Chingsianpianga, 36, was arrested during a joint operation by Mizoram Police and Assam Rifles troopers at Hnahlan village in Champhai district on Friday night when he was smuggling the arms into India from Myanmar across the IB. Two M-3 rifles, three loaded magazines and a huge cache of bullets have been seized from him, a police officer said. The officer said Chingsianpianga was a resident of Darkhai village in Myanmar. The arrested man told police that the arms were smuggled from Myanmar. “The seized arms and ammunition were suspected to have been meant for Chakma rebels operating in Bangladesh,” the officer said. The Chakma rebels have been demanding sovereign status in Bangladesh’s Chittagong Hill Tracts. Mizoram shares a 510-km mountainous border with Myanmar. Assam Rifles troopers were posted along the 1,643-km India-Myanmar border along Arunachal Pradesh (520 km), Manipur (398 km), Nagaland (215 km) and Mizoram (510 km). Mizoram also shares an unfenced 318-km international border with Bangladesh."
"24","Mizoram continues aid efforts for flood-affected people in Myanmar","August 08","Efforts to send aid to those affected by flooding in Myanmar continued on Friday in Mizoram with the state’s largest community-based organisation flagging off 10 tons of rice while local musicians held mobile charity concerts in five public squares in Aizawl, the state capital. Another body of musicians is also planning a concert for later this month. The Presbyterian Church has meanwhile asked all churches in Aizawl to contribute towards the aid effort and asked those in towns and villages to also pitch in if they can. A local TV network has also called for contributions from viewers. Two of the state’s main student unions, the MZP and the MSU, have also appealed all students in the state to contribute one-day’s lunch worth of money to be sent as aid to the flood-affected. The Central Committee of the Young Mizo Association flagged off a truck carrying 200 bags of rice in Aizawl on Friday morning. The CYMA has also asked all its local units, spread across every part of Mizoram, to collect aid donations from members. In a parallel action, up to 17 local rock and pop artists under the banner of Zofa Global Network and Green Mizoram Network held mobile charity concerts at various public squares through the day. —Express News Service"
"25","Arunachal Pradesh: An Awesome Yet Cheap Holiday Destination","June 27","If you are an avid admirer of variety on your vacation but wish to remain pocket friendly, Arunachal Pradesh poses as a perfect option. The vibrant and quaint Buddhist culture, rich northeastern history, captivating environ and thrilling adventure locations with a side order of delicious Tibetan delicacies are sure to keep you gripped throughout your holiday, all within the comfort of your budget. Check out these 10 places to truly season your holiday with the flavors of Arunachal Pradesh. The journey to Arunachal Pradesh can be a hassle, with lack of proper flight and rail facilities in the state imposing a challenge for rookie travelers. Let the adventurer in you surface and combine your travel options to make your journey more exciting and eventful with the state offering nearby rail networks and a well nestled system of road options. Combining road trips with railways also gives you an opportunity to make your journey more cost effective and budgeted. Where to stay: From rented cottages and camps to budget hotels to luxury villas, the diverse range of accommodation options in Arunachal Pradesh entertains all kinds of travelers. So take your pick and get the best out of your holidays lodging in whichever way you please! Tawang Town: Open spaces of breath-taking valleys encompassed by gorgeous snow capped mountains, accompanied by beautiful Buddhist attire; make the picturesque town of Tawang. Enjoy the quaint Buddhist vibes with clusters of monasteries settled in the beautiful Tawang scenery and get lost in the culturally riddled streets of the Tibetan town. Ziro: Ziro is sure to influence your perception of ‘bliss’, with its vast green fields chaperoned by the sweet mountain air passing off as a perfect setting for a relaxing holiday. Check out the western style Ziro Music Festival to add a kick to your laidback Ziro getaway. Bomdila: Get the most authentic taste of the Buddhist culture in the Bomilda town of Arunachal Pradesh. The Buddhist monastery in Bomilda is among its prime attractions, and gives a deep insight into the rich culture and lifestyle of the Tibetans. Bomilda is also a treat for the scenic enthusiasts with beautiful snow-clad mountains, apple orchids and culturally artistic streets. Itanagar: All the famous attractions of Arunachal Pradesh can be found in the scenic town of Itanagar. The capital states of Arunachal Pradesh is often referred to as ‘Mini India’ for its diverse local crowd from all over the country and is noted for its rich historical sites and strong cultural values. Bhalukpong: You could plan a 15 day holiday and still not get bored in Bhalukpong, such are the attractions of this enthralling town. One of the most happening towns of Arunachal Pradesh, Bhalukpong is a fascinating escape for wildlife enthusiasts, adrenaline junkies and peace seekers alike, making it one of the most popular destinations among tourists. Namdapha National Park: Step into the wild with the Namdapha National Park, showcasing an eclectic range of flora and fauna, including snow leopards, cloud leopards, tigers, wolves, Asiatic black bears, and Red panda, among many more. It is also one of the few national parks that allow you to camp inside. Pasighat: Explore the oldest town of Arunachal Pradesh in Pasighat, noted for the pleasant grandeur of its scenic beauty mixed with a century old vibrant culture of the locals. Daporijo: If you are looking to spend your holidays effortlessly as a recluse in a secluded part of the country, Daporijo is just the place for your. The small, poorly populated town of Arunachal Pradesh is renowned for its scenic treasures and delightful locals. Despite being desrted for most parts, the place still offers thrilling adventure activities as well as museum and craft centres. Sela Pass: Sela pass primarily serves as a mountain pass between Tawang and Guwahati, but with its awe inspiring natural beauty and spellbinding grandeur, the pass is becoming a popular tourist stopover. The off white snow bathed mountains complementing the beautiful Sela Lake, are set up picture perfectly to make your stay worthwhile. Roing: Roing is another one of the most crowned places of Arunachal Pradesh, with its magnificent landscapes, rich culture and history, and thrilling locations entertaining all sorts of tourists from all parts of the country. Check out this compelling town to complete your holiday in Arunachal Pradesh. -IBN"
